# .PCD v.7 - Point Cloud Data file format
VERSION .7
FIELDS x y z
SIZE 4 4 4 
TYPE F F F 
COUNT 1 1 1 
WIDTH 94645
HEIGHT 1
VIEWPOINT 0 0 0 1 0 0 0
POINTS 94645
DATA ascii 
 -2.8590572 -0.2337059 25.0975761
 -2.6648121 -0.4809164 26.4081993
 -2.7948060 -0.4521475 26.5721416
 -2.5370543 -0.2266510 25.5178204
 -2.8069894 -0.1154748 25.4479923
 -2.8979065 -0.1551673 26.0000725
 -2.3316028 -0.1054002 24.7377071
 -2.8096826 -0.4217987 25.1492405
 -2.8077278 -0.3169155 25.1584663
 -2.8793411 -0.3139233 25.8686199
 -1.8797958 -0.1300308 24.5993500
 -1.6793493 -0.3976496 25.2544250
 -1.1104760 -0.2828277 25.3085461
 -1.1090466 -0.3437776 25.3102665
 -1.5595440 -0.2187895 25.1538124
 -2.2637203 -0.1124490 24.2908325
 -1.1305898 -0.4740342 25.3100796
 -2.0363533 -0.1206885 24.2678852
 -1.5882877 -0.3036126 24.2275486
 -2.2883823 -0.1414827 23.7889385
 -4.9023418 -0.5234438 23.6892166
 -5.3286982 -0.0324885 24.2132645
 -4.9114156 -0.4375642 23.9119034
 -4.8228006 -0.2497475 24.5576382
 -3.6102197 -0.1629722 24.7666397
 -3.5936120 -0.1457395 24.7742290
 -3.7788992 -0.2643277 24.7777195
 -3.5273912 -0.2181762 24.1237583
 -3.7510533 -0.1756024 24.1030025
 -13.4674110 -0.1693220 24.3412952
 -12.7245760 0.1623288 24.0718250
 -14.8400364 0.1623918 23.1840897
 -15.1186981 0.1604278 23.1347523
 -16.4133034 0.2516789 23.5164528
 -16.7494698 0.2823919 23.8734970
 -17.0794792 -0.0501866 24.7270203
 -16.8718414 0.0810385 23.2192268
 -16.8687038 0.0758751 23.1982994
 -16.6591778 0.1075527 24.2982044
 -16.2200623 0.2067966 23.7787476
 -16.6768894 0.2881998 23.6383190
 -16.8969669 0.0883932 23.2082825
 -18.4818439 0.2067013 23.2529068
 -17.3062363 0.2306357 23.9494896
 -17.3857441 0.2977406 23.8864365
 -17.3561935 0.2973628 23.8688831
 -17.1516781 0.2973446 23.5654011
 -22.2210865 -0.1983477 26.6547794
 -17.2966785 0.2303918 23.9476891
 -18.3894043 0.1385663 23.6345959
 -19.6178856 -0.1217652 23.4086914
 -18.3866253 0.1473823 24.4693775
 -17.3498592 0.2976678 23.8682575
 -16.9752808 0.2743861 24.0241814
 -16.8783302 0.1853504 24.2418346
 -17.2021313 0.2704383 24.0622005
 -4.5681872 -0.2303820 23.9295444
 -4.4888206 -0.2277583 23.9338017
 -4.3858714 -0.2295528 23.9377289
 -15.9026108 -0.0200256 23.1334057
 -15.7044163 0.2196304 23.7598381
 -15.4225054 0.1581215 24.2686310
 -18.4210720 0.1659860 23.7141323
 -18.4162140 0.3368492 23.6376190
 -18.5199547 0.2474957 23.4468479
 -18.5107574 0.2092326 23.5865479
 -18.4563770 0.2188625 24.2808666
 -18.5156975 0.3233935 23.5298958
 -18.4357872 0.1294127 24.2167416
 -18.5071812 0.2980597 23.2428989
 -18.3209724 0.1367247 24.3066463
 -18.5184021 0.1861248 23.5860195
 -18.3902779 0.1444839 23.6547565
 -2.8470306 -0.5818682 27.2678909
 -1.7698233 -0.4786839 26.0783710
 -2.9696093 -0.1826706 25.1419411
 -2.3136890 -0.1042554 24.2495537
 -2.0413854 -0.1172293 24.2915230
 -2.3182557 -0.1037371 24.2563229
 -2.0457165 -0.1180653 24.1686745
 -1.8021482 -0.1348428 24.1315422
 -12.7152042 0.1181727 23.8944798
 -13.6937437 -0.1755947 23.1313782
 -12.8089352 0.1422420 24.0706501
 -12.6826267 0.1362962 23.9153957
 -12.7472935 0.1167705 24.0922680
 -12.7802153 0.0805494 24.0669479
 -12.7455845 0.0704936 24.1013203
 -12.8718634 0.1624789 23.7446079
 -12.7617245 0.0161697 24.1003876
 -12.6904240 0.1359770 24.0465050
 -12.6304550 0.1564873 24.0696774
 -13.0763159 0.1238953 24.1061192
 -12.6793165 0.1562650 24.0612774
 -12.7578459 0.1384274 23.7949467
 -12.6830091 0.1323553 23.9466743
 -12.6828308 0.1167784 23.8918934
 -12.7429895 0.0727584 24.0809746
 -12.7027168 -0.0984961 24.3486862
 -12.8996248 -0.0149151 24.4379272
 -12.5650978 0.1286822 23.4325161
 -12.4712219 0.0844472 24.2164955
 -12.5324230 -0.0775849 23.3439865
 -12.4501772 0.0642066 23.4238281
 -12.6958580 0.0436692 24.2170467
 -12.4115877 0.0691312 24.0731602
 -12.4238787 0.1296324 24.1187325
 -16.2524776 -0.1691122 24.2930851
 -14.7156258 -0.0003030 23.3059940
 -18.9702873 0.0854418 24.1986198
 -15.9570036 -0.0479173 24.1803780
 -14.6681595 -0.0456224 23.1830654
 -14.1943693 0.2159191 23.4746132
 -17.1210766 -0.2839442 23.0463772
 -15.8461323 0.1670846 22.9855862
 -14.6743088 -0.1623410 23.2044029
 -26.8209534 -0.7619370 25.9450970
 -17.1938076 0.2690062 24.0577526
 -16.5104027 0.1985527 23.5350857
 -16.8877144 0.0967992 23.2165661
 -16.5874138 0.1709679 23.3548603
 -16.9691277 0.2456838 24.0050240
 -18.3898697 -0.0311200 24.2867947
 -17.2739468 0.2586047 23.8681755
 -17.1793270 0.3011603 23.5634747
 -17.2750645 0.0666651 23.2321892
 -17.1986217 0.0955299 23.2448406
 -17.3870163 0.2868517 24.0282059
 -16.3301163 0.1034442 24.2508640
 -15.7729826 0.2548730 23.6073341
 -16.2820072 0.2269262 23.2313938
 -16.6439629 0.1759271 24.2750511
 -19.6514359 -0.1139712 23.4099751
 -13.6457787 0.1545780 22.9170284
 -13.4377956 -0.0373298 24.3124943
 -16.5120468 0.1929855 23.4849091
 -18.4668140 0.1976906 23.5860291
 -18.5154266 0.3336996 23.7348194
 -18.5051556 0.3300262 23.6324692
 -18.4182568 0.1659853 24.2281742
 -18.5076828 0.2690864 23.4705334
 -18.5065289 0.2475727 23.6360874
 -18.5255852 0.2412810 23.5183811
 -18.5199318 0.3041050 23.4393368
 -18.6338062 0.2184896 23.5651627
 -18.4263916 0.2819811 24.2047310
 -18.4407501 0.3126952 23.8938026
 -18.5030785 0.1953550 23.5457897
 -18.3302231 0.1078030 23.9863091
 -18.5165329 0.3156183 23.5712337
 -18.4799805 0.2302406 23.6432686
 -18.5051250 0.1862411 23.5892849
 -18.3068314 0.1071893 24.2764778
 2.5444367 -0.3615271 16.3918114
 2.0411360 -0.1974973 16.1021652
 -1.0784425 -0.2081472 19.2454643
 -1.9038584 -0.0557829 18.7326183
 -1.8431877 -0.0779247 18.9331436
 -1.8504183 -0.0955327 18.6110687
 -1.0988175 -0.4230609 19.3277340
 -2.5475993 -0.4139090 21.2243462
 -2.5429916 -0.2836299 21.3792725
 -1.0730500 -0.3230062 19.0626411
 -1.3042479 -0.1201664 18.7678680
 -2.3444004 -0.2566051 18.9751415
 -2.6383710 -0.9172767 21.7208023
 2.7321129 -0.2051536 15.4607077
 2.0178947 -0.3850254 16.2315121
 2.5464084 -0.1799990 15.6258621
 2.7148783 -0.2180825 15.2978830
 2.7603137 -0.1880721 15.9423971
 2.5322149 -0.3612777 16.3836575
 2.6793468 -0.3957136 15.2688408
 2.2726216 -0.2585001 16.2780533
 1.3307418 -0.6525761 15.1497450
 2.7069495 -0.2174318 15.3618259
 2.5541265 -0.1899583 16.0609398
 2.2443364 -0.4702458 16.1519318
 2.7171488 -0.2438129 15.3689795
 1.8485107 -0.5358534 15.1975870
 2.2828920 -0.1914656 16.1290913
 -1.9911584 -0.1100651 24.7181034
 -2.8610878 -0.5009290 25.7004471
 -3.0915890 -0.8319888 28.1588974
 -1.1957961 -0.4525950 25.2800045
 -1.1785114 -0.3517336 25.2806015
 -2.8011389 -0.2242375 25.2467327
 -2.8063452 -0.2247389 25.2545471
 -1.5308444 -0.4433500 25.2617474
 -1.5323437 -0.1491778 23.6966591
 -1.8075403 -0.1610089 24.3275356
 -2.2439625 -0.1055425 23.5734425
 -2.4685433 -0.1170170 23.7742062
 -2.9874196 -0.3003061 25.0190506
 -2.1180091 -0.1227683 23.2448330
 -3.0375171 -0.7047272 26.5660858
 -18.0194416 0.1906772 21.6241493
 -18.5339184 0.2488037 22.9109707
 -17.7206364 0.2088233 21.4627285
 -18.1409016 0.3608493 21.4661331
 -18.5940170 0.3543200 22.4494362
 -18.0621014 0.2767614 22.7024651
 -18.5808067 0.1903261 22.6431923
 -18.5493145 0.2243550 22.8608341
 -17.7096291 0.2535193 21.4490356
 -18.5154552 0.3609270 22.2825966
 -18.5040836 0.3559903 22.5749264
 -17.1608047 -0.4503489 17.8764553
 -18.5013027 0.3527306 22.3432655
 -18.6388054 0.3584397 22.5273819
 -18.5809002 0.2517000 22.5580368
 -18.5851936 0.1809239 22.5996380
 -18.3454304 -0.1119620 19.4898148
 -18.4403343 0.2899319 19.3712578
 -18.6151562 0.1448246 22.0075684
 -18.3522472 -0.1138222 19.4190674
 -18.5749664 0.3529188 22.1986351
 -18.3131008 0.1589822 24.2828007
 -18.4878235 -0.0080725 24.0778103
 -18.3010521 -0.0341007 24.2618141
 -18.4843903 -0.0790353 24.0291977
 -18.3982601 0.0081579 24.3513412
 -3.2164969 -0.1027636 24.1524563
 -3.3468437 -0.1900184 24.8308239
 -3.3288710 -0.2456151 24.8747005
 -3.3498049 -0.2232786 24.8252850
 -3.5060053 -0.1104088 24.3077488
 -4.0032659 -0.3674806 24.6376553
 -3.4216468 -0.1183889 24.3371887
 -3.3389273 -0.2628759 24.8866692
 -5.7466059 -0.5641944 23.9171524
 -2.9859803 -0.2723768 25.1437874
 -2.3789563 -0.1101594 25.2610455
 -3.1744561 -0.1354217 25.1477375
 -2.8733351 -0.4447691 25.7346325
 -2.8447375 -0.1591707 25.1708965
 -2.8344524 -0.1651584 25.1546535
 -2.3595579 -0.1067236 25.1942730
 -2.4536021 -0.1054913 24.9711609
 -2.8817523 -0.2883263 25.5975780
 -2.7694201 -0.1305746 25.3370399
 -2.8466303 -0.2863419 25.4229870
 -2.8540344 -0.2896026 25.4751740
 -2.7939107 -0.2221710 25.2018642
 -1.1336962 -0.0937272 17.2877655
 -1.0633893 -0.1871182 17.5722084
 -1.2056812 -0.0754208 17.4633713
 -4.4800892 -0.2270475 23.9404068
 -4.4073553 -0.1803222 23.9391899
 -18.4761009 0.2142967 24.1516151
 -18.5011044 0.2114002 23.8234558
 -18.4780998 0.1972163 23.9241676
 -18.3910255 0.2606914 24.4613609
 -18.4437313 0.2589629 23.8002682
 -18.3271122 0.1266970 23.9995251
 -18.4000282 0.1225367 23.7148380
 -18.5009518 0.3158602 23.5458565
 -18.4107895 0.2653627 23.7747841
 -18.4371662 0.2788086 23.7896862
 -18.4387035 0.1447881 24.1929188
 -18.4250317 0.1762195 23.6548653
 -18.4768543 0.2818015 23.7909527
 -10.8137560 0.0915725 24.2327042
 -10.7010479 0.0927648 23.7529907
 -11.0025682 0.0954028 24.1742344
 -11.0308666 0.0580722 24.1277618
 -10.1008730 -0.0964282 23.4671078
 -9.8215561 0.0746416 24.3122692
 -2.3026326 -0.0583285 18.2624187
 -1.1726428 -0.1189082 17.2842655
 -1.0600390 -0.1883573 17.5823288
 -1.1917950 -0.1081960 17.3985329
 -16.0024338 -0.0830128 24.2472420
 -14.4017916 -0.0218517 24.2125568
 -14.9626036 0.0591338 24.2061043
 -14.8019438 0.0085790 24.2617722
 -15.6298866 -0.0925498 24.2421265
 -19.3274288 0.0406932 23.2246132
 -18.4351044 0.0070677 24.0932579
 -22.3604774 -0.4250658 25.9114342
 -16.8942394 0.0197188 22.9483147
 -19.3937435 -0.0994740 23.4231052
 -19.7227020 -0.0996933 23.4380665
 -18.6690731 0.0102871 23.5264530
 -16.8619480 0.0217509 22.9631824
 -18.4421616 0.1361009 23.8457317
 -18.4329128 0.2299323 23.7773151
 -18.4931545 0.2108150 23.5702114
 -18.5057449 0.3318751 23.5284843
 -18.4323425 0.3153690 23.8695526
 -18.8396072 0.2854876 23.7536755
 -18.5575809 0.2520575 23.5654259
 -18.5030193 0.2242352 23.3846340
 -18.4525700 0.2399061 24.1922550
 -18.5121708 0.2534133 23.5836792
 -18.5155659 0.2907011 23.5476074
 -18.5300522 0.2794975 23.4707470
 -18.5353851 0.2177666 23.5252438
 -18.5121536 0.2263651 23.9827480
 -2.1493566 -0.4600666 16.4155712
 -2.0929163 -0.4509285 16.2679634
 -2.0324194 -0.4230914 16.0224266
 -1.9694617 -0.2500665 16.4027023
 -1.6021402 -0.0293182 15.9808702
 -21.8566456 -0.1500794 26.6376839
 -18.3584137 0.1091530 23.9807358
 -17.4706230 0.3025195 23.7492809
 -18.3890343 0.1462463 24.4419994
 -17.3467655 0.2150919 23.8879642
 -18.3589115 0.1663382 24.6087646
 -18.3859444 0.3238911 23.9588585
 -18.4262047 0.1777822 23.6556892
 -18.4987812 0.1952419 23.3360386
 -18.4352818 0.1696921 24.2444630
 -18.5040016 0.2833850 23.7470951
 -18.4690552 0.2807912 23.7894173
 -18.4212379 0.2281657 23.7579498
 -18.4825096 0.2117620 23.6435661
 -18.4429417 0.2779480 24.2442455
 -18.5104237 0.2593329 23.3805046
 -18.5145016 0.2591844 23.3789730
 -18.3960724 0.2056329 24.2320614
 -18.5510521 0.3041184 23.6590023
 -18.3573856 0.3246430 23.7604828
 -18.5311508 0.2822363 23.5906906
 -18.4905853 0.2986595 23.6688747
 -18.4955940 0.3111635 23.3176060
 -11.6855183 0.1196725 23.6144733
 -11.1938229 -0.0128059 23.3530426
 -11.1012297 0.0759638 24.2024994
 -2.6860468 -0.5294253 22.9603634
 -2.1965034 -0.1071020 22.6913700
 -1.4799597 -0.1531697 21.4004784
 -2.5356309 -0.2336124 22.0690632
 -2.5665059 -0.1834541 22.4461403
 -2.5463758 -0.2344549 22.0829525
 -2.4772875 -0.2906399 23.1012936
 -3.1297107 -1.0972023 25.5098553
 -2.1407886 -0.1070506 21.8257141
 -3.5621102 -1.1152552 25.6724358
 -2.9632404 -0.6272265 24.8872776
 -1.5161375 -0.3736100 23.4484825
 -1.3112892 -0.1870688 21.5703526
 -1.2829214 -0.2383100 21.5480995
 -2.0750518 -0.0921714 21.3629971
 -1.5341798 -0.1176034 21.4882965
 -2.9774973 -0.8179923 23.8166485
 -2.6260376 -0.2375518 22.7256260
 -17.2553654 -0.0176586 24.6911449
 -17.3951435 0.0811346 23.2654648
 -16.8761501 0.2108581 24.1972103
 -17.2058086 0.2738787 24.0649014
 -16.9226933 0.2660674 24.0541363
 -17.1528263 0.2570659 24.1550217
 -18.6234913 0.3458499 21.8901329
 -17.8100147 0.2615939 21.4109650
 -17.4932556 -0.0230686 20.5314503
 -18.1391850 0.2789439 21.7422771
 -17.8006859 0.2589904 21.3876534
 -18.5844593 0.3248750 22.4867039
 -18.6204548 0.3599235 22.4844589
 -18.0814610 0.3527660 22.0633354
 -18.5947876 0.2056453 22.6739254
 -18.6053238 0.2525613 22.4360943
 -13.2714758 0.0837611 24.0475559
 -13.5941153 -0.0727367 24.2971001
 -13.3573475 -0.0592594 24.3212700
 -13.8882513 -0.0640031 24.1860199
 -13.2147570 0.1108417 23.8760166
 -13.1139545 0.1801994 23.8891087
 -13.2811928 0.0849560 24.0516376
 -13.2380810 0.1543543 23.9075375
 -13.2627058 0.1786742 23.8046761
 -18.1182976 0.3606781 17.5847645
 -18.1285686 0.2952669 17.7003555
 -17.2114506 0.0387230 16.5065842
 -18.1080036 0.3719232 17.4072151
 -17.4648228 0.0344493 17.1681461
 -18.0918179 0.3334436 17.6942520
 -17.4667816 0.0349066 17.1807594
 -17.2819920 0.2543597 23.6438885
 -17.3744392 0.3056054 23.6682014
 -17.2607574 0.2589543 23.5923004
 -17.6667900 0.1965054 23.2692719
 -18.2985458 0.1681960 24.8599720
 -17.3213768 0.2396804 23.8748703
 -17.3290157 0.2147220 23.9120293
 -18.3591728 -0.0001357 24.3352375
 -17.3043098 0.2452664 23.9296989
 -17.3085308 0.2343995 23.9476166
 -17.3573723 0.2881836 24.0217590
 -17.3315468 0.2325630 23.8727226
 -16.0045547 -0.0527580 24.1965199
 -15.5513515 0.1145445 24.2348804
 -17.2705135 -0.3606690 23.2501678
 -16.5813732 0.0435326 23.2920475
 -16.9046955 -0.1028213 23.2043934
 -15.6539221 0.2398277 23.4540691
 -15.6344843 0.2388959 23.4878407
 -15.6329842 0.2385511 23.4580936
 -14.5960970 0.1866323 23.8149757
 -14.9968548 -0.0096146 24.2099094
 -15.4184523 0.1561816 24.2504101
 -15.5756931 0.0901502 24.2293110
 -17.3003693 -0.4189504 23.0583744
 -15.6940794 -0.0765668 24.2317467
 -15.4199553 -0.0584615 24.3145142
 -15.3806477 0.1930763 23.4645348
 -15.4165592 -0.0583585 24.3131943
 -15.4207115 0.0888868 24.3524246
 -14.8003740 0.2006258 23.7458210
 -10.2799692 0.0944655 24.2500248
 -10.4005919 -0.0291241 23.4363823
 -10.2197781 0.1166722 23.8470402
 -10.2601976 0.1111521 23.9403610
 -10.4789238 -0.0351430 24.3521099
 -10.7478113 0.0892526 24.2173882
 -1.9845924 -0.1569231 14.8959112
 -3.7815092 -0.6093210 14.7439413
 -1.7735643 -0.0307096 15.5266924
 -2.0987906 -0.0234802 15.5864515
 -4.5791483 -0.8092442 14.7099180
 -3.6534188 -0.2065855 14.7906466
 -1.6492865 -0.0393015 15.2792463
 -4.2499623 -0.6515711 14.6779194
 -3.1707053 0.0006257 15.5646524
 -3.3560991 -0.1780484 24.8349876
 -7.4552112 -0.4532594 23.7974434
 -3.2111580 -0.1908222 25.1270218
 -3.2053256 -0.1069040 25.1328735
 -3.3048592 -0.2884832 24.8383102
 -3.2888064 -0.3044019 25.1032276
 -3.2987785 -0.3042433 25.1096115
 2.5518045 -0.3766567 15.2637005
 2.5411947 -0.3954004 16.4131393
 2.9038410 -0.2207267 15.6665859
 2.2848263 -0.2256385 16.2732964
 2.5601783 -0.4148332 16.3917446
 2.7502418 -0.1809959 15.9527149
 2.5468483 -0.3087290 16.3771172
 2.5732455 -0.4256523 16.3672600
 2.7396393 -0.3682697 15.2727337
 -7.8801742 -0.0480798 23.8355293
 -11.0668507 -0.5630447 24.4179916
 -10.0861149 -0.3094550 24.7413826
 -10.8431473 -0.0791355 24.1593418
 -10.1116924 -0.2151138 24.5782528
 -5.0103159 -0.0347310 24.4906635
 -4.7411337 -0.2339545 25.0199986
 -4.4970436 -0.0111355 24.4704609
 -4.8413196 -0.0023503 24.1359367
 -4.8693552 -0.3027931 23.6924057
 -4.8500004 -0.3196211 24.0250378
 -9.9732208 -0.0613891 24.7529125
 -9.9902411 -0.2456050 24.6781788
 -9.8426371 -0.2102755 23.5418358
 -9.4590893 -0.0388239 24.6443424
 -8.5679302 0.0751693 24.0797482
 -9.4807930 -0.2208362 23.7434731
 -8.3256350 0.0303554 24.2647190
 -8.3172026 0.0683272 24.3017139
 -4.7230692 -0.0532618 24.5492783
 -5.5888891 -0.0088655 24.1562862
 -4.8566089 -0.3729404 23.5478745
 -4.6565895 -0.1336388 23.9526558
 -6.1096826 -0.0950852 24.5984974
 -4.7929530 -0.1489605 24.0188961
 -4.4795413 -0.0831177 24.7763786
 -4.8523927 -0.3810599 23.6511440
 -4.5758548 -0.2450995 25.0656910
 -4.5672598 -0.2293187 23.9320240
 -4.2168579 -0.0723125 23.9518509
 -4.2392592 -0.1757172 23.9509563
 -4.6169653 -0.2410727 25.0449677
 -3.0905697 -0.4170326 26.4612274
 -2.8446870 -0.3889416 25.6967278
 -2.7906239 -0.1580206 24.8454781
 1.4422711 -0.3181460 15.1504202
 1.4674283 -0.5308584 15.1794586
 1.0857056 -0.2892565 16.1772499
 2.4004171 -0.2642308 16.2748184
 2.1573334 -0.1923681 16.1101704
 1.0787383 -0.4378166 16.0768013
 1.4243368 -0.1807517 16.1263771
 2.5576689 -0.2977114 16.3990650
 2.7972410 -0.1861576 15.9465265
 2.4467986 -0.2661312 16.2810307
 2.2528605 -0.3660750 15.2358665
 1.9033630 -0.1884872 16.1311550
 -1.3137290 -0.2024598 21.5069218
 -1.3161421 -0.3320442 21.5807171
 -1.5425751 -0.1071838 21.4566536
 -17.7560101 0.2393991 21.4291496
 -18.5472488 0.2570654 22.8782120
 -18.1299782 0.1945361 21.6653004
 -17.7236767 0.2115145 21.4692135
 -18.5551205 0.2010530 22.6065006
 -18.5825882 0.2903679 22.4352093
 -18.5716438 0.2753002 22.6982727
 -18.5391293 0.2478890 22.8822002
 -18.4997463 0.3540019 22.5701256
 -18.0820274 0.3045941 21.8061790
 -17.6725636 0.2516046 21.4613266
 -18.5004749 0.2184300 23.3143330
 -18.3695660 0.1639827 24.2737503
 -18.4885311 0.2879544 23.9788113
 -18.4591942 0.3016814 23.9499207
 -18.3498230 0.1988546 24.4640293
 -18.3719540 0.0105850 24.3496952
 -18.4321728 0.0019145 23.5679626
 -18.4364777 0.3172914 24.0102558
 -18.4837723 0.1952540 23.0383282
 -18.4171009 0.1193271 24.1076717
 -16.6600285 0.1074840 24.3000679
 -16.5812130 0.2732102 23.3602676
 -16.7982655 0.0358934 22.9325886
 -16.0391693 0.2063130 23.7571812
 -16.9557610 -0.0414347 24.6997833
 -16.4736290 0.1031860 24.2787685
 -16.8029327 0.0348097 22.9292870
 -16.0016651 0.2004065 23.7602749
 -2.5399444 -0.2871678 21.8478756
 -2.6851346 -0.1651738 23.0703220
 -2.1924300 -0.1146377 22.5732365
 -1.3563722 -0.3359022 22.1134090
 -2.0952852 -0.0841462 21.3590221
 -2.5274200 -0.2485161 22.1376724
 -1.5233049 -0.1429351 21.3998795
 -1.5051775 -0.3872200 23.3280735
 -1.5297751 -1.1744297 26.8134689
 -1.9461457 -0.1466429 25.3820400
 -1.9939274 -0.1347460 25.4118595
 -2.4452286 -0.1017787 24.9197903
 -2.9929082 -0.4316650 26.4364433
 -2.8587379 -0.3906261 25.7175732
 -2.5478690 -0.0979270 24.8314648
 -3.0684724 -0.4204803 26.4284534
 -3.0989470 -0.1891488 25.1360455
 -2.5518372 -0.1280704 25.5223484
 -2.2399523 -0.4085751 18.0742702
 -1.5095752 -0.0340333 15.2342024
 -2.2587841 -0.2788855 14.9557600
 -1.7814637 -0.0264799 15.2877302
 -1.5557306 -0.0365162 15.6420689
 -1.5939407 -0.0349484 15.4895086
 -1.9149122 -0.0386179 15.1265678
 -1.5118341 -0.0387135 15.3356142
 -1.5074236 -0.0397261 15.3375616
 -2.2774463 -0.2807606 14.9483328
 -10.9241314 -0.1492998 24.1799164
 -18.5473461 0.2717749 23.9428177
 -19.3757801 -0.1137262 25.4861412
 -18.4870853 0.2038501 23.0625896
 -18.4227104 0.2790795 23.9946232
 -18.3385620 0.0997339 24.0148907
 -18.5205154 0.2318118 23.5589809
 -19.5806427 -0.0654361 23.1014977
 -19.5472679 0.0340127 23.2094097
 -18.5008583 0.2090105 23.0546112
 -18.5056686 0.2237887 23.3834190
 -18.5331841 0.2709289 23.4902020
 -17.5207481 0.2057178 23.9640484
 -19.8156681 -0.0906981 23.0339355
 -17.6547375 -0.1018226 23.2812481
 -18.3999062 0.0283936 24.2410049
 -18.3328438 0.1604139 23.9771233
 -17.2826786 0.2569216 23.5821800
 -15.7888622 0.2560795 23.6043110
 -16.8619270 -0.1358820 23.0796509
 -15.8085098 0.0327601 24.2343769
 -16.4263077 0.2468081 23.4702168
 -18.5201015 0.3133195 23.4906082
 -18.5336189 0.2917283 23.4510803
 -18.5298309 0.1945886 23.5518627
 -18.5302372 0.2086211 23.5239563
 -18.4787579 0.2967597 23.7369690
 -18.5040970 0.3265219 24.0638866
 -18.4285641 0.3397754 23.6350842
 -18.4839039 0.2302708 23.6433830
 -18.5141087 0.3113855 23.3338947
 -18.4727688 0.2360970 23.8754139
 -18.4318562 0.2252477 23.8613644
 -18.4115467 0.3361522 23.6387959
 -18.5573311 0.1959703 23.5043392
 -18.3554897 0.1709414 23.6912594
 -18.3294563 0.1568710 24.0073509
 -18.5288620 0.3290061 23.6468525
 -18.5517063 0.1938837 23.5317020
 -18.5136280 0.3329414 23.6455498
 -1.9411782 -0.1504928 14.9214249
 -1.5197498 -0.0394444 15.4430704
 -1.6086140 -0.0693657 16.2155762
 -1.6796645 -0.0564457 16.2885418
 -1.5105535 -0.0385523 15.3364525
 -1.5273478 -0.0312973 15.2279081
 -2.1000736 -0.3643824 16.2720737
 -1.5712547 -0.0331633 15.7417107
 -1.7720480 -0.0654104 15.7571125
 -16.0398750 0.0885496 24.2749424
 -15.3891811 0.1766416 23.4213638
 -15.2997475 0.2273775 23.4120312
 -15.4434252 0.1649484 24.0862961
 -15.5627823 0.0364678 24.1758347
 -15.7248936 0.1045777 24.2575645
 -15.4682550 -0.0320895 23.9029465
 -15.6650448 -0.0137589 23.1443310
 -15.6463280 0.0594321 23.1393032
 -15.5830116 0.1997414 23.8048134
 -15.6024666 0.2364753 23.4935112
 -15.5509434 0.2561445 23.5318890
 -12.8263311 0.1615777 24.0490017
 -12.6162453 0.1186092 24.0751820
 -12.7603083 0.0995407 24.0701084
 -12.7624044 0.1461115 24.0783882
 -12.4216614 0.0915474 24.1136894
 -4.4854875 -0.2271059 23.9367523
 -4.7994180 -0.0698330 24.2315655
 -4.6013637 -0.2291005 23.9294090
 -3.3287480 -0.0901657 24.5234337
 -3.0889206 -0.2779835 25.1618080
 -13.2179232 0.1110985 23.8765926
 -13.2716436 0.0838805 24.0474796
 -18.5638714 0.2092694 22.5757332
 -18.6036797 0.2533343 22.4389210
 -18.6117725 0.3501378 22.4815712
 -18.4117393 0.3575754 22.5484734
 -18.0182648 0.2667114 21.7544250
 -17.3247948 -0.0014944 16.9186440
 -16.8687935 0.0261917 16.3722687
 -17.3369350 0.2100257 17.2423954
 -17.2003059 0.1152151 18.1356678
 -17.2118149 0.1203512 18.1463127
 -18.4062462 0.3517004 19.3853722
 -18.3417568 0.2945939 18.5639343
 -18.2722206 0.4000663 18.5296841
 -18.2708569 0.3959583 18.5544395
 -4.8826804 -0.3542850 23.8663979
 -4.8877578 -0.3767727 24.0248756
 -8.8562317 -0.2109312 24.6738033
 -8.3752098 0.0600694 24.2187290
 -8.4434090 -0.0484346 23.3104744
 -10.0227909 -0.3775772 24.3955021
 -8.4346380 -0.0533629 23.4104671
 -9.2417269 -0.3584757 23.6497726
 -8.4571142 -0.1685375 23.5933971
 -8.3356047 0.0631422 24.2797661
 -8.4337530 -0.0534564 23.4098644
 -2.5805590 -0.1445542 26.6431103
 -2.5774748 -0.4558393 26.2423706
 -2.9284329 -0.3387579 27.0161171
 -2.0628805 -0.4612493 26.4501801
 -2.8555923 -0.2302618 25.5593853
 -2.9326510 -0.5177278 26.8359280
 -2.3885326 -0.1078735 25.4682827
 -3.0014091 -0.6890139 27.2740402
 -2.5757689 -0.1383688 25.5543156
 -2.7941384 -0.1782556 25.2333355
 -2.8411531 -0.1211067 25.4234161
 -2.3748209 -0.1082409 24.9721737
 -2.1143935 -0.7364575 28.5893726
 -2.8576303 -0.2860427 25.5655308
 -2.1941309 -0.6801517 28.6505032
 -1.8869464 -1.0211062 28.1537571
 -2.7867565 -0.2648380 27.3199959
 -2.6476324 -0.1402648 25.1271191
 -1.6322750 -0.2917554 25.2493820
 -2.9895043 -0.4934490 26.2744656
 -2.6644833 -0.3886017 27.3985424
 -9.8144026 0.0798416 24.3269882
 -9.8179436 0.0716468 24.3084240
 -9.8250961 0.0630350 24.3123226
 -10.1364784 -0.0210196 24.5981865
 -18.4715958 0.1987129 23.0423775
 -18.5343113 0.2610226 23.4475498
 -19.3229942 -0.0990078 22.8949318
 -18.4851532 0.3081240 23.9141350
 -18.3324356 0.1447506 24.0332012
 -18.3498306 0.1171967 23.9954700
