# .PCD v.7 - Point Cloud Data file format
VERSION .7
FIELDS x y z
SIZE 4 4 4 
TYPE F F F 
COUNT 1 1 1 
WIDTH 94645
HEIGHT 1
VIEWPOINT 0 0 0 1 0 0 0
POINTS 94645
DATA ascii 
 -1.1740327 -0.0946580 9.2598200
 -1.2067252 -0.2196800 9.1401510
 -1.4086920 -0.2339750 8.8916540
 -1.4269278 -0.0689085 16.0526009
 -1.8656341 -0.0486159 15.9317207
 -1.9697703 -0.1062473 16.0318680
 -1.3136817 -0.5497031 7.3784437
 -1.3828149 -0.1716892 8.4156103
 -0.5073079 -0.4384623 7.8658953
 -1.0023239 -0.0378732 8.6808987
 -0.9517680 -0.0367940 8.9268332
 -1.0028759 -0.0354767 8.7632675
 -0.9819343 -0.0340665 8.4750671
 -0.9331393 -0.0354733 8.6824055
 -0.7029245 -0.0489637 8.7344713
 -0.4006459 -0.0754252 8.3043213
 -0.1630733 -0.4023641 8.0607424
 -0.1675108 -0.2940281 8.2737160
 -0.1002506 -0.4384485 7.2600226
 -0.4999112 -0.5488916 7.9447618
 -6.8567572 -0.1711986 0.7499685
 -0.3229705 -0.1195723 7.8737555
 -1.4826459 -0.2480206 9.7763090
 -0.9551820 -0.4489722 9.6273050
 -0.9760135 -0.5087950 9.5900049
 -1.0341015 -0.5298401 9.6850252
 -0.9307360 -0.0413632 10.4263849
 -1.0682914 -0.0846083 9.8647890
 -0.9309685 -0.0423416 10.4403934
 -1.1308498 -0.0303567 11.5076551
 -1.3105830 -0.1456549 12.3438492
 -1.6282088 -0.1650226 11.8236008
 -1.1297204 -0.0408517 11.6662140
 -1.3128264 -0.1462257 12.3371534
 -1.3981129 -0.3857038 11.6389933
 -0.2596393 -0.2912208 10.0053291
 -1.2434373 -0.1951841 9.6908150
 -1.1451366 -0.0713832 10.8793144
 -0.5190910 -0.0865915 10.5453854
 -0.3962334 -0.2168502 8.7858267
 -0.4565536 -0.5216780 8.0486164
 -0.6879042 -0.1138909 12.9516344
 -0.4043485 -0.2079006 12.4952087
 -1.6824224 -0.2623299 12.4789934
 -0.6974131 -0.5257120 11.9519711
 -1.2012103 -0.0431829 12.6642199
 -0.7282013 -0.1812238 13.2558451
 -0.6785446 -0.1206996 12.9599447
 -1.3094406 -0.1006036 13.4053049
 -1.2531391 -0.0649928 13.0737591
 -1.3438693 -0.1167857 13.0883923
 -0.6047813 -0.1437706 12.7839127
 -1.3049417 -0.1105549 13.4897060
 -1.2574856 -0.0600147 13.0310183
 -0.4451943 -0.3201447 12.8792496
 -0.6865310 -0.1158430 12.9480648
 -1.2397789 -0.0476958 13.2633963
 -1.2833383 -0.1112724 13.3848600
 -1.2551274 -0.0726679 13.1708374
 -1.2281177 -0.0358765 12.9190302
 -1.2774225 -0.0901955 13.3772221
 -1.7300973 -0.2027036 13.0502520
 -1.2934424 -0.0935927 13.4798613
 -1.2079502 -0.0596124 13.1275148
 -1.6130819 -0.1577882 11.7839642
 -1.6219474 -0.3695477 11.7940273
 -1.3020066 -0.1129356 12.3672485
 -1.6111002 -0.3511817 11.5753231
 -1.6251284 -0.2349612 11.4912567
 -1.6019768 -0.3653098 11.3099365
 -0.6300403 -0.1140410 12.3515711
 -0.9557006 -0.4927474 9.5373573
 -0.9818815 -0.4475845 9.4607840
 -1.0619019 -0.4404676 9.8468647
 -0.1866995 -0.7051654 7.7802167
 -0.2821677 -0.2723470 10.5524731
 -1.5863992 -0.1655189 10.9467325
 -0.9559515 -0.4910533 9.5455379
 -1.0125328 -0.0311767 10.0096006
 -1.5766521 -0.1647688 10.9639769
 -1.5813895 -0.2311000 10.9618912
 -0.2722014 -0.4097220 10.5651922
 -1.5568657 -0.2553525 11.0256805
 -1.5471635 -0.2735615 10.8014021
 -0.2920471 -0.2902333 10.7994204
 -1.3214562 -0.1572385 7.4317675
 -1.0365410 -0.4772850 7.0586324
 -1.3052301 -0.2103363 7.1588125
 -1.1731585 -0.2226798 8.2245808
 -1.3168453 -0.5369498 6.8458147
 -1.3261441 -0.2131775 7.4475865
 -0.5328180 -0.5209191 7.9388552
 -0.9994811 -0.5058896 9.6642752
 -1.5596539 -0.3132167 10.7738066
 -1.3918414 -0.1222301 14.2070236
 -1.6487243 -0.1804308 13.2694864
 -1.4690430 -0.1250962 13.6800108
 -1.4020430 -0.0761466 14.2502851
 -1.3742243 -0.0816745 14.2534456
 -0.4450348 -0.2837294 13.0504169
 -1.6648161 -0.1503307 12.3810663
 -1.6624202 -0.1543327 12.2685604
 -1.6170861 -0.2746243 11.7164326
 -1.4009594 -0.1074164 12.2896070
 -1.2843940 -0.3943850 11.6149883
 -1.6041938 -0.3640987 11.1949215
 -1.3051002 -0.1131835 12.3578691
 -1.2189803 -0.0873790 12.1226006
 -1.2902675 -0.1143116 12.3693876
 -1.0605885 -0.0496949 12.4974384
 -0.6691476 -0.1118616 12.9680862
 -1.0601979 -0.0511993 12.5017662
 -0.4142197 -0.3171645 12.4671993
 -0.5757042 -0.1554291 11.0576906
 -1.0746047 -0.5947864 10.7784939
 -0.4232199 -0.4480914 15.2999144
 -1.1622065 -0.0796308 15.2512093
 -1.2197312 -0.0725076 15.2612438
 -0.6689233 -0.1284045 16.1012077
 -0.6192079 -0.1396595 16.0342426
 -1.0662996 -0.0930526 15.7980909
 -0.9395102 -0.0946066 16.0026379
 1.0369951 -0.8000053 16.4935265
 -0.6080268 -0.1345457 15.9657946
 -0.5353392 -0.3073574 14.9321470
 -1.1231436 -0.0814360 15.7461615
 -0.8364807 -0.1527942 14.9593992
 -0.8669997 -0.1146726 15.2060862
 -0.8594201 -0.1017581 15.1695776
 -0.6879366 -0.4138575 15.2547703
 -0.8521014 -0.1475590 15.1558294
 -0.5569537 -0.2190546 16.2861900
 -0.8184970 -0.1272634 15.2549963
 -0.6446187 -0.1061121 15.2720699
 -0.1899160 -0.2440322 9.1075258
 -1.1076957 -0.0888146 9.9578085
 -1.0823601 -0.1082753 9.8738794
 -0.2145709 -0.2053297 9.5335760
 -1.2568854 -0.2054184 9.6606913
 -1.6474035 -0.2784196 12.1059513
 -1.2280666 -0.0916688 12.3697376
 -1.1916254 -0.0780782 11.9718952
 -1.5993831 -0.3617770 11.3165932
 -1.2646694 -0.0474859 12.2886066
 -0.3605269 -0.2118358 12.0133133
 -0.4370322 -0.2102601 13.0305071
 -0.4147568 -0.3245527 12.8138008
 -0.6981342 -0.1974069 13.9202642
 -1.5296332 -0.2055599 13.8430738
 -1.3834090 -0.0811241 13.7730923
 -0.6983458 -0.1977676 13.9215126
 -1.5378267 -0.3006448 13.1817675
 -0.6474482 -0.1211367 16.1149979
 -0.7183828 -0.1283852 16.1161385
 -0.5827168 -0.3380007 16.3296375
 -0.5272153 -0.2018913 16.3407574
 -0.5962490 -0.1348661 16.0377960
 -0.5683506 -0.1738246 16.0480270
 -0.7206922 -0.1287034 16.1153736
 -0.5608275 -0.2299712 16.2108841
 -0.3912578 -0.2119722 12.3903265
 -0.4095905 -0.3201080 12.4659691
 -1.1088021 -0.0810790 9.9591265
 -1.4568003 -0.1914362 9.5184488
 -0.2177829 -0.2888242 9.1593695
 -1.1094776 -0.0807710 9.9590216
 -1.0599632 -0.0618637 9.8016882
 -0.9251713 -0.0408659 9.7391071
 -0.7724016 -0.0511882 9.8044167
 -0.2149059 -0.1766855 9.2765646
 -0.5482153 -0.2123220 14.5942278
 -0.5724026 -0.2202697 14.9258966
 -0.9549258 -0.0606855 14.2820501
 -1.0490794 -0.0409272 14.0806551
 0.0229870 -0.6035262 16.3837585
 -0.6222200 -0.1764354 15.5304470
 -0.6209083 -0.1232949 15.2362738
 -0.5218918 -0.3439974 14.3050432
 -0.4956030 -0.2812733 14.4746199
 -0.7383721 -0.2833962 15.2260237
 -0.7955756 -0.2980465 15.2301884
 -0.8615054 -0.1509696 15.1045942
 -0.7426898 -0.1581637 15.1463985
 -0.5969464 -0.1190299 15.2775850
 -0.5600243 -0.2226103 15.3274403
 -0.6965078 -0.3228156 15.2663746
 -0.9080356 -0.1768770 15.1879902
 -0.6599169 -0.2661110 13.9660225
 -0.6615897 -0.3610885 13.9720964
 -0.6554085 -0.1908199 13.9355230
 -0.1768502 -0.3170636 15.3469772
 -0.6627026 -0.2661646 13.9719324
 -0.6942559 -0.1248428 13.4281721
 -1.3703351 -0.1326101 8.3507986
 -0.3105631 -0.1524132 7.3042006
 -1.0902407 -0.2801232 7.5688071
 -1.0844414 -0.2829537 7.5717134
 -1.0923014 -0.2828612 7.5258441
 -1.0176814 -0.4521604 6.9912806
 -1.0952976 -0.2852229 7.4984541
 -0.8696351 -0.3620437 7.7006559
 -0.8380856 -0.0634974 7.8178396
 -0.8502821 -0.4900231 6.3150992
 -1.3150117 -0.0501888 14.4385586
 -1.3233815 -0.0819767 14.1702938
 -1.3491983 -0.1000151 14.1749544
 -1.3317174 -0.0983284 14.0889835
 -1.3259901 -0.0546230 14.6179380
 -1.3037975 -0.0384728 14.1646719
 -0.8635684 -0.1518698 15.0927715
 -0.5722637 -0.3452881 16.3328781
 -0.8159866 -0.1263992 15.2500887
 -0.6569257 -0.1969972 16.3514175
 -0.3555211 -0.2304155 15.3488483
 -0.5671616 -0.3458403 16.3346004
 -0.5385305 -0.5745534 10.1738434
 -1.5278561 -0.1489696 10.3404303
 -1.5517950 -0.2660791 10.6700926
 -1.5617164 -0.2669494 10.8483343
 -1.5679184 -0.3009681 10.8282862
 -1.5681050 -0.1649339 10.6955223
 -1.5266005 -0.3556049 10.3950310
 -1.5219818 -0.2458537 10.3869762
 -0.2881767 -0.2110417 10.5836735
 -0.2992120 -0.2035621 10.6766319
 -0.2804505 -0.2688855 10.7765493
 -1.5582050 -0.2147236 10.8177109
 -1.5683988 -0.2289655 10.7490520
 -1.4570931 -0.2246808 10.3878241
 -1.5505309 -0.1622567 10.7866888
 -0.9850858 -0.0408259 10.7284794
 -1.5557646 -0.2729982 10.7857552
 -1.6802841 0.4547199 8.8607512
 -1.7695167 -0.3056664 8.3475256
 -1.0907979 -0.0864504 10.8511114
 -0.3903576 -0.4164290 10.0838623
 -0.9325575 -0.5087075 6.5100431
 -0.9667893 -0.4683155 7.0212636
 -0.3855850 -0.4650690 7.9034276
 -0.9610774 -0.4661663 7.0889106
 -1.4230454 -0.2360415 9.0132065
 -1.1156318 -0.0392825 10.7733259
 -1.5319582 -0.2455873 10.3491640
 -0.5816456 -0.1251233 10.9782915
 -1.5637845 -0.2376989 10.8403444
 -0.8419570 -0.0467432 10.7599792
 -0.4976087 -0.5500692 10.2025442
 -1.1213489 -0.0602035 11.2014198
 -0.7454696 -0.2034048 13.2716293
 -0.4356520 -0.3218125 12.8688049
 -1.3006402 -0.3418113 12.6636438
 -1.1769218 -0.0909496 11.8538380
 -1.1450999 -0.0482663 11.6918468
 -1.2278621 -0.1132517 12.3640833
 -1.6433185 -0.2165000 12.0102777
 -1.6388718 -0.2720529 12.0211611
 -1.6188085 -0.3091159 11.6639509
 -1.2180799 -0.0913028 12.1923838
 -1.7480919 -0.1979738 13.0127144
 -0.3928085 -0.3197356 12.3192520
 -0.6243840 -0.1813729 13.1779003
 -0.4441790 -0.4131127 12.8813286
 -1.3651326 -0.3655446 12.5745029
 -1.2466686 -0.0424532 13.4540348
 -1.0543984 -0.0607247 13.3050671
 -0.4501312 -0.4506020 13.0070705
 -1.2086494 -0.1022610 12.1691151
 -1.2126284 -0.0898131 12.0181684
 -1.2032049 -0.0419693 11.8744478
 -1.1354587 -0.0449246 11.9190178
 -0.6093825 -0.0833034 11.3643370
 -1.1863408 -0.1154721 11.8331814
 -1.1324064 -0.0399317 11.8140535
 -1.6363900 -0.2609847 11.7929039
 -1.6348826 -0.1961788 11.9060726
 -0.3872993 -0.3120408 11.9540701
 -0.9365023 -0.0665671 12.1571913
 -1.2606201 -0.2558570 10.4793158
 -1.2938126 -0.1138972 12.3670616
 -1.5993044 -0.3623202 11.3100367
 -1.2831720 -0.5981041 11.4518070
 -0.8264491 -0.5295424 12.4954453
 -0.6472813 -0.1578199 12.1717167
 -1.7102188 -0.2650625 12.9854889
 -1.2967891 -0.0916697 13.4730244
 -1.1144130 -0.0565976 13.3310518
 -0.4115397 -0.4360119 12.5917244
 -0.4183774 -0.3198894 12.6158094
 -1.2976004 -0.0915298 13.4704285
 -1.2783211 -0.1161837 13.5171814
 -1.0071638 -0.0426960 9.7374582
 -1.1998872 -0.2680395 8.9051991
 -0.9558233 -0.4850568 9.1751394
 -0.3429922 -0.5011147 10.1212654
 -0.9278614 -0.0392953 10.4150686
 -0.3711044 -0.5017842 7.9561243
 -0.4340132 -0.4664870 8.3948298
 -1.3867143 -0.2435567 8.4403734
 -1.3929198 -0.1317524 8.5708284
 -1.0021780 -0.0875685 9.3632784
 -0.7039826 -0.0495291 8.7385731
 -0.1456986 -0.2715625 7.8365488
 -0.2159239 -0.1680731 8.7945738
 -0.2006636 -0.2831868 8.7334862
 -0.5677030 -0.4377045 8.1265545
 -1.0589237 -0.0641710 9.8630476
 -1.0617180 -0.0625910 9.8422232
 -0.4626337 -0.0498538 7.9105949
 -0.1269674 -0.2491516 7.5391016
 -0.9788920 -0.0458019 9.6155548
 -0.2397482 -0.2882400 9.5808830
 -0.2003673 -0.2019109 9.3515253
 -1.4658427 -0.2403220 9.6132689
 -1.4650725 -0.1898114 9.6810179
 -1.4646682 -0.1900199 9.6800261
 -0.2421628 -0.1792528 9.6320200
 -0.2082670 -0.2028188 9.3723936
 -0.2402141 -0.2872380 9.5822840
 -0.2773178 -0.1160357 9.7708969
 -0.2462938 -0.4010810 9.4295349
 -0.1994982 -0.2059138 9.3533249
 -0.3117898 -0.4095551 10.9412766
 -1.1796432 -0.0911166 11.8460255
 -0.9264313 -0.0556901 11.8940620
 -1.0486560 -0.0466859 11.8054762
 -1.0497476 -0.0467451 11.8012867
 -1.6278161 -0.2617925 11.7199259
 -0.3018827 -0.2155216 10.9800777
 -1.1216800 -0.0915384 11.1566629
 -0.6431306 -0.1349293 12.0365133
 -1.6260191 -0.3453626 11.4996490
 -1.2237840 -0.0787849 12.2585306
 -1.2097704 -0.0737938 12.0807047
 -1.6010345 -0.2751169 11.5966511
 -1.6063067 -0.3680573 11.2200537
 -0.7357337 -0.4707048 11.7371979
 -1.6423502 -0.2206295 12.0101137
 -1.7376697 -0.2650709 13.0262623
 -1.5232803 -0.1747563 13.8350744
 -1.5263578 -0.3535415 10.3919649
 -0.2838791 -0.5166766 10.3796530
 -0.3117329 -0.4043301 10.8367748
 -1.5864486 -0.1744669 11.1784172
 -1.1263053 -0.0632808 11.4858408
 -1.5722266 -0.2435716 11.0530424
 -1.5752397 -0.3046919 10.9778070
 -1.5617380 -0.2746082 10.7707758
 -1.1356763 -0.0817006 11.5525665
 -1.5400589 -0.3534403 10.4639511
 -0.2689402 -0.5190638 10.2253952
 -0.2910160 -0.4369517 10.5315475
 -0.3772186 -0.5093616 10.2058449
 -1.0612937 -0.0307653 10.6372976
 -0.2682156 -0.5194212 10.2242279
 -1.1377697 -0.1152276 11.5494308
 -1.2573664 -0.0702756 13.1535244
 -1.7429360 -0.2434108 13.0307875
 -1.6521479 -0.2521255 12.3763437
 -1.0430896 -0.0590991 13.2058115
 -1.6584387 -0.2572455 12.3840523
 -1.2797029 -0.0712705 13.3791046
 3.6686633 -1.2350999 8.1152496
 -1.1176047 -0.0478136 11.6094971
 -1.1320685 -0.0820515 11.5576162
 -1.1876661 -0.1137388 11.8276987
 -1.4710096 -0.2417014 9.7306194
 -0.7707421 -0.0482701 10.0284853
 -1.6801580 -0.2721770 12.4704275
 -1.7025983 -0.2766738 12.5679283
 -0.6808956 -0.0674396 12.4271164
 -1.6760395 -0.1658181 12.5965652
 -0.6802855 -0.0970488 12.7208014
 -1.6852179 -0.2609794 12.5907326
 -1.6781400 -0.1682716 12.4849911
 -0.6799451 -0.0676334 12.4252691
 -0.7276073 -0.0998492 13.1805401
 -0.3895460 -0.4429567 12.4129200
 -0.4265865 -0.3212859 12.7427788
 -1.0928990 -0.0723654 15.0070305
 -0.6324573 -0.1730171 15.5312986
 -0.1909347 -0.2596791 15.3900909
 -0.7491432 -0.3377104 15.2318478
 -0.1354311 -0.3853866 15.3333492
 -0.6214850 -0.3164436 15.2629442
 -0.6613808 -0.3457900 15.2702723
 -0.7303252 -0.3477181 15.2491465
 -0.5242558 -0.2474726 15.3139029
 -0.7202320 -0.3039914 15.1743917
 -0.5914320 -0.4285320 14.9368534
 -0.5439095 -0.1587685 14.5638943
 -0.5301951 -0.1944090 14.6496735
 -0.5595127 -0.1603095 14.5798979
 -0.5568044 -0.3093491 14.5358829
 -0.8578099 -0.1765767 15.1409845
 -0.5699630 -0.2935445 14.5039463
 0.0743433 -0.1445335 15.9852905
 0.0500366 -0.1813205 15.9834270
 -1.1507328 -0.0757940 15.2055120
 -0.8581916 -0.1012397 15.1685810
 -0.5187157 -0.3666726 15.3138971
 -0.5526021 -0.3047064 14.9391003
 -0.5505188 -0.2255009 14.7715406
 -0.4753648 -0.2504409 15.2983971
 2.7399797 -0.7322953 16.5086937
 3.0414536 -0.8507205 16.5551052
 -0.7336103 -0.3645240 15.2906122
 -0.0338256 -0.1477461 15.6134396
 -0.2452372 -0.3695722 15.3243341
 0.9036527 -0.5794633 16.3273544
 -0.6104523 -0.2163098 14.9273672
 -0.1655850 -0.4481589 15.3409348
 -0.7662032 -0.2930608 15.2315216
 -0.6119786 -0.3157150 15.2578068
 -0.7130226 -0.2418699 15.2479630
 -1.0480254 -0.0636814 14.2324581
 -0.6691105 -0.2929327 14.0109243
 -0.5786647 -0.3262228 14.0787191
 -1.2877886 -0.0408522 13.9289780
 -1.2457815 -0.0941030 13.0519028
 -1.0152086 -0.0657365 13.2992544
 -0.4003423 -0.5332192 12.3165407
 -1.3177903 -0.1046744 13.6518183
 -1.2686940 -0.0538693 13.8333054
 -1.1679899 -0.6159232 10.9833345
 -0.7108704 -0.1887269 13.1688480
 -1.0680866 -0.5188835 10.6667747
 -0.2514640 -0.5244471 10.1670675
 -1.0924178 -0.0841466 10.8280373
 -1.5669165 -0.1648109 10.6985531
 -1.6015846 -0.1497665 11.4619808
 -1.6082047 -0.2668515 11.4460020
 -0.9604576 -0.0552686 11.8097754
 -0.3113424 -0.5191131 10.8192387
 -0.4634818 -0.4153702 9.9825344
 -0.4916471 -0.6071603 10.2458782
 -1.0385870 -0.4461831 10.9297705
 -0.6437116 -0.1798789 15.1985788
 -0.2693745 -0.2344370 15.3161707
 -0.6257541 -0.2078175 15.2879534
 4.8687987 -1.3423494 16.6323490
 4.3695054 -1.1123024 16.4742928
 5.0837235 -1.1487712 15.6588488
 5.4198585 -1.1489596 15.7851801
 -0.5718620 -0.3050635 14.9215622
 -0.4896275 -0.1748862 13.8561888
 2.8241770 -0.3177203 16.2165585
 -0.5921136 -0.2007070 15.4926653
 3.4088061 -1.1260939 16.7324162
 -0.5520454 -0.2108956 14.5998383
 2.4702904 -0.6977559 16.4584217
 -0.6134773 -0.3173225 15.2187462
 3.0855207 -0.3784814 16.5241795
 2.6661656 -0.7042984 16.4167061
 -0.8138127 -0.0964764 15.4753332
 -0.5920193 -0.1159273 15.5635490
 -0.1318888 -0.3004887 15.3359470
 1.1876712 -0.5436829 16.4593296
 2.9378669 -0.8262530 16.5324898
 0.9800206 -0.5974058 16.4197903
 5.0664487 -1.3381202 16.5041542
 5.0057254 -1.3276255 16.7699909
 0.7186606 -0.5804514 16.4102974
 -0.6971166 -0.2489425 15.2235279
 0.0465963 -0.1294479 15.7550592
 -0.3444644 -0.3194284 15.3092375
 3.4551682 -1.1236287 15.6303368
 4.4600945 -1.2677354 16.4650745
 -0.5280265 -0.3060516 14.6622877
 -0.5545110 -0.4225320 15.3411760
 -0.7118291 -0.1285886 16.1204357
 -0.9099336 -0.0880285 15.5930176
 -0.9302866 -0.0920547 15.6925192
 1.2389852 -0.7567539 16.4850101
 -1.1298342 -0.0777586 15.2004442
 -0.5578184 -0.1735424 16.0511284
 -0.5092409 -0.3694392 15.3091726
 0.0219433 -0.1428075 15.9501095
 -0.6886511 -0.2075960 15.2409334
 0.1645100 -0.1416491 15.9634771
 -0.6907199 -0.3778813 15.2691965
 -0.1279865 -0.1214854 15.7380676
 -1.2258984 -0.0923015 12.3666334
 -0.5164412 -0.1779839 12.0930986
 -0.2404891 -0.2092043 10.2004042
 -0.2611895 -0.2097468 10.3609915
 -1.0919069 -0.0916641 10.5446997
 -1.4860681 -0.3387564 9.5654850
 -1.4765590 -0.3442956 9.4727068
 -0.9246304 -0.1595742 16.2150383
 -0.8883104 -0.0604149 11.8765669
 -1.6035405 -0.2552808 11.4725847
 -1.5465122 -0.1572466 10.4741163
 -1.6039490 -0.2670799 11.4535475
 -1.1786547 -0.0914536 11.8464909
 -1.5394087 -0.1694577 10.4599180
 -0.5719709 -0.1273654 10.9645100
 -1.2032927 -0.1145029 11.9430447
 -1.2478414 -0.4197940 11.8760710
 -0.7055021 -0.5622622 12.5947170
 -0.6286672 -0.1317897 13.4138584
 -1.0306306 -0.5687094 10.6503735
 -1.0392039 -0.5552459 10.6398649
 -1.7269086 -0.2441109 13.0176296
 -0.4396023 -0.2096973 13.4094181
 -0.6918543 -0.1379295 13.0528736
 -0.4190950 -0.5289748 12.5986366
 -1.7922128 -0.2605012 13.8320265
 -1.7911252 -0.2444294 14.0204525
 -1.3184100 -0.1003949 14.2091274
 -1.5920211 -0.2877577 13.8336563
 -1.5462849 -0.2540702 13.8685980
 -1.4905441 -0.1182764 13.6016321
 -1.0413010 -0.0568094 14.2022018
 -0.4841097 -0.1764707 13.8487787
 -0.6984648 -0.1390889 14.0248842
 -0.5696167 -0.4301022 14.7751875
 -0.2967654 -0.2046938 10.6748886
 -0.3082117 -0.4036639 10.7525826
 -1.0474025 -0.4767290 10.6310120
 -1.5681669 -0.1992568 10.8858376
 -1.1354365 -0.1150673 11.4870453
 -1.5770236 -0.3043609 10.9760056
 -1.5696841 -0.2994993 10.9273481
 -0.6043608 -0.1223946 11.3348179
 -1.2027971 -0.1198519 11.9839592
 -1.5950211 -0.1623371 11.2936649
 -1.6135846 -0.1628293 11.4829035
 -0.4631141 -0.6296943 10.1542082
 -0.2720118 -0.3072155 10.3577614
 -0.4455008 -0.2841246 13.0502043
 -0.5378227 -0.1179753 10.4264326
 -1.1673151 -0.5489336 10.6989384
 -1.1444763 -0.4624586 10.7574892
 -1.1433620 -0.4652391 10.7487040
 -1.2954099 -0.2329411 11.0268908
 -0.4409961 -0.5305665 12.8587294
 -1.5371091 -0.2332795 13.8847799
 -1.3818419 -0.0733289 13.8975668
 -1.7754555 -0.4142328 12.9223166
 -0.4913786 -0.3275561 13.4298000
 -0.4360561 -0.2334614 13.2316484
 -0.5061822 -0.4358509 15.3262663
 -0.7838719 -0.2944173 15.2307968
 0.8845791 -0.4263463 16.2704678
 -0.9035161 -0.0902003 15.4669561
 1.0953332 -0.7282097 16.4445362
 -0.7023309 -0.2989438 16.0583801
 -0.3081273 -0.3482193 16.3189507
 -1.1539204 -0.0736943 15.2769117
 -0.7422811 -0.1564675 15.1665268
 -0.5487375 -0.1838483 15.0473289
 -0.6969177 -0.2043510 15.2437077
 -0.5674854 -0.1865923 16.0342331
 -0.5705000 -0.1623770 15.9394779
 -0.5697279 -0.1871172 16.0339279
 -1.1704860 -0.0757267 15.2881641
 0.8332790 -0.4195926 16.2988052
 -0.1479773 -0.5485193 15.3374386
 0.8481853 -0.5326703 16.3137436
 -0.5962335 -0.1734542 16.0422630
 -0.5446608 -0.3069644 14.9322748
 -0.8161315 -0.1363856 15.2625360
 -0.9312114 -0.0923842 15.6927490
 -0.9160846 -0.0883104 15.5930576
 0.8649001 -0.4459271 16.3501930
 -1.0141375 -0.0814024 15.2951880
 -0.6421514 -0.1335715 15.9708643
 -0.6505681 -0.1591120 15.9815502
 -0.8722664 -0.1531480 15.1468620
 -1.2735546 -0.0509851 13.8919249
 -1.7741908 -0.3316639 13.6867094
 -1.4831069 -0.1195872 13.6331682
 -1.2890821 -0.0522127 14.1592464
 -0.7822597 -0.0738775 14.0406532
 -0.4810810 -0.1762775 13.8450975
 -1.3428528 -0.1007001 14.1992950
 -1.2900937 -0.0513565 14.1534386
 -1.5453639 -0.2556963 13.8642273
 -0.5137962 -0.1181023 13.8947582
 -1.4517498 -0.1337995 13.6012554
 -1.2815858 -0.0461377 13.8870134
 -1.3245296 -0.1037617 14.1761856
 -1.3747625 -0.0835587 14.4543104
 -1.7437669 -0.3092535 13.9870405
 -1.5853925 -0.2756504 13.9084072
 -0.5111377 -0.1911705 16.0444202
 -0.8651492 -0.0866387 15.3422747
 -0.4726626 -0.2504578 16.3194866
 -0.5991504 -0.1741070 16.0350838
 -0.3126419 -0.3491552 16.3155975
 -1.1412632 -0.0791626 15.1884575
 -1.1151029 -0.0747471 15.1014557
 -1.1025313 -0.0739465 14.9879236
 -1.0799309 -0.0730044 15.0342560
 -0.6553749 -0.2656536 15.5390387
 -0.6579955 -0.3001378 15.5592766
 -1.1006649 -0.0743760 15.0205936
 -0.9272426 -0.0695708 14.4058905
 -0.5491745 -0.4153972 14.1654501
 -0.5663681 -0.2953598 14.0112553
 -1.3528934 -0.0798591 14.4614277
 -1.7904150 -0.2877543 13.9844046
 -1.8079684 -0.2464581 14.0478811
 -1.8062482 -0.2700942 14.0080709
 -1.7820727 -0.1653143 13.9189224
 -1.7894952 -0.1751345 13.8239870
 -1.7746714 -0.2880200 13.7558250
 -1.2317092 -0.0528738 14.4003725
 -0.5467154 -0.3311734 14.2653284
 -0.5559980 -0.3656927 14.2676544
 -1.8043263 -0.1806166 14.0494814
 -1.7847354 -0.2773452 13.8132448
 -1.3518120 -0.0988801 14.2462845
 -0.6782243 -0.3623718 14.0583105
 -0.5436913 -0.3753880 14.1064463
 -0.5363328 -0.4176573 14.1397657
 -1.3077801 -0.1091762 13.6985741
 -1.2501423 -0.0286031 13.2480707
 -1.2165127 -0.5314522 11.8348694
 -0.7237551 -0.0955930 13.2204990
 -1.0271180 -0.0682951 13.5611124
 -0.6987882 -0.4895765 11.6957293
 -0.6305033 -0.1577854 12.0857983
 -1.5982655 -0.2260928 13.8680954
 -0.6961224 -0.1969396 13.9169655
 -0.4354713 -0.1310713 13.1998243
 -0.4580531 -0.3255280 13.2647305
 -0.2116268 -0.2067302 9.5275345
 -0.5031551 -0.0929722 9.9562016
 -1.0670447 -0.0863088 9.8724508
 -0.4686146 -0.4356192 8.9207878
 -0.4656080 -0.1007075 9.4992886
 -0.9598744 -0.0424489 9.1835852
 -0.7521366 -0.0511906 9.4391031
 -0.8402500 -0.0469351 9.6901131
 -0.2700660 -0.0481230 5.8996577
 -0.7450112 -0.4796365 6.3005261
 -0.3454481 -0.2242042 8.1215658
 -0.1112845 -0.2124374 7.1456838
 -0.8877648 -0.0670797 7.5319080
 -0.9608924 -0.0504237 7.6952600
 -0.9875208 -0.0922023 7.5250640
 -0.9517763 -0.0892871 7.5033450
 -1.2984381 -0.0459488 7.3281550
 -1.3132635 -0.0978268 7.6112394
 -0.1776581 -0.2575481 7.5559330
 -0.7779640 -0.4542507 6.3571892
 -0.9616942 -0.0495996 7.6902885
 -1.2943068 -0.0793492 7.1901784
 -0.8787526 -0.4351614 6.9342227
 -0.9486475 -0.0436821 9.1058102
 -0.1319122 -0.4086996 7.7594366
 -0.9573712 -0.0477129 9.2535849
 -0.9482498 -0.0458215 9.1116543
 -0.3530765 -0.3628555 8.1003761
 -1.3715824 -0.1318785 8.4692469
 -1.0032396 -0.1067556 9.3604918
 -1.3747480 -0.1304678 8.3394814
 -1.4177713 -0.2465058 9.0067205
 -1.4537852 -0.3862899 9.3918667
 -0.2748338 -0.2915159 10.0453329
 -0.7089739 -0.0497878 8.8303652
